Entering constructor for: ReviewPal.ReviewPal2013.DrSmellPackage
Entering Initialize() of: ReviewPal.ReviewPal2013.DrSmellPackage
2022-09-29 09:58:27Z : PB = 662208512 : In   : ---------------------------- StyleCop.StyleCopCore..ctor(environment=<null>, hostTag=<null>)
2022-09-29 09:58:32Z : PB = 664010752 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-29 09:58:32Z : PB = 664010752 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-29 09:58:32Z : PB = 667987968 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-29 09:58:32Z : PB = 667987968 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-29 09:58:32Z : PB = 667987968 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-29 09:58:32Z : PB = 667987968 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-29 09:58:32Z : PB = 667987968 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-29 09:58:32Z : PB = 667545600 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-29 09:58:32Z : PB = 667545600 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-29 09:58:32Z : PB = 667545600 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-29 09:58:32Z : PB = 673079296 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-29 09:58:32Z : PB = 673079296 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-29 09:58:32Z : PB = 673079296 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-29 09:58:32Z : PB = 673079296 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-29 09:58:32Z : PB = 673079296 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-29 09:58:32Z : PB = 673079296 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-29 09:58:32Z : PB = 673079296 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-29 09:58:32Z : PB = 673079296 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-29 09:58:32Z : PB = 678596608 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-29 09:58:32Z : PB = 678596608 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-29 09:58:32Z : PB = 678600704 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-29 09:58:32Z : PB = 678600704 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-29 09:58:32Z : PB = 678600704 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-29 09:58:32Z : PB = 678600704 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-29 09:58:32Z : PB = 678600704 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-29 09:58:32Z : PB = 678600704 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-29 09:58:32Z : PB = 685801472 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-29 09:58:32Z : PB = 685801472 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-29 09:58:32Z : PB = 685801472 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-29 09:58:32Z : PB = 685801472 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-29 09:58:32Z : PB = 685801472 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-29 09:58:32Z : PB = 685973504 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-29 09:58:32Z : PB = 685973504 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-29 09:58:32Z : PB = 685973504 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-29 09:58:32Z : PB = 692633600 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-29 09:58:32Z : PB = 692633600 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-29 09:58:32Z : PB = 692633600 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-29 09:58:32Z : PB = 692633600 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-29 09:58:32Z : PB = 692633600 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-29 09:58:32Z : PB = 692649984 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-29 09:58:33Z : PB = 692649984 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-29 09:58:33Z : PB = 692649984 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-29 09:58:33Z : PB = 699772928 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-29 09:58:33Z : PB = 699772928 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-29 09:58:33Z : PB = 699772928 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-29 09:58:33Z : PB = 699772928 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-29 09:58:33Z : PB = 699772928 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-29 09:58:33Z : PB = 699772928 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-29 09:58:33Z : PB = 699772928 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-29 09:58:33Z : PB = 699772928 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-29 09:58:33Z : PB = 705503232 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-29 09:58:33Z : PB = 705503232 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-29 09:58:33Z : PB = 705503232 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-29 09:58:33Z : PB = 705503232 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-29 09:58:33Z : PB = 705503232 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-29 09:58:33Z : PB = 705966080 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-29 09:58:33Z : PB = 705966080 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-29 09:58:33Z : PB = 705966080 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-29 09:58:33Z : PB = 712769536 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-29 09:58:33Z : PB = 712769536 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-29 09:58:33Z : PB = 712769536 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-29 09:58:33Z : PB = 712769536 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-29 09:58:33Z : PB = 712769536 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-29 09:58:33Z : PB = 712781824 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-29 09:58:33Z : PB = 712781824 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-29 09:58:33Z : PB = 712781824 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-29 09:58:33Z : PB = 719691776 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-29 09:58:33Z : PB = 719691776 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-29 09:58:33Z : PB = 719691776 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-29 09:58:33Z : PB = 719691776 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-29 09:58:33Z : PB = 719691776 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-29 09:58:33Z : PB = 719704064 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-29 09:58:33Z : PB = 719704064 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-29 09:58:33Z : PB = 719704064 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-29 09:58:33Z : PB = 726007808 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-29 09:58:33Z : PB = 726007808 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-29 09:58:33Z : PB = 726007808 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-29 09:58:33Z : PB = 726007808 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-29 09:58:33Z : PB = 726007808 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-29 09:58:33Z : PB = 726011904 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-29 09:58:33Z : PB = 726011904 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-29 09:58:33Z : PB = 726011904 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-29 09:58:33Z : PB = 732155904 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-29 09:58:33Z : PB = 732155904 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-29 09:58:33Z : PB = 732155904 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-29 09:58:33Z : PB = 732155904 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-29 09:58:33Z : PB = 732155904 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-29 09:58:33Z : PB = 732884992 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-29 09:58:33Z : PB = 732884992 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-29 09:58:33Z : PB = 732884992 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-29 09:58:33Z : PB = 739115008 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-29 09:58:33Z : PB = 739115008 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-29 09:58:33Z : PB = 739115008 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-29 09:58:33Z : PB = 739115008 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-29 09:58:33Z : PB = 739115008 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-29 09:58:33Z : PB = 739115008 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-29 09:58:33Z : PB = 739115008 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-29 09:58:33Z : PB = 739115008 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-29 09:58:33Z : PB = 744710144 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-29 09:58:33Z : PB = 744775680 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-29 09:58:33Z : PB = 744906752 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-29 09:58:33Z : PB = 744972288 : Out  : --------- StyleCop.StyleCopThread.DoWork()
2022-09-29 09:58:33Z : PB = 745103360 : Out  : -------- StyleCop.StyleCopCore.RunWorkerThreads()=True
2022-09-29 09:58:33Z : PB = 745238528 : Out  : ------- StyleCop.StyleCopCore.Analyze()
2022-09-29 09:58:33Z : PB = 745369600 : Out  : ------ StyleCop.StyleCopCore.FullAnalyze()
2022-09-29 09:58:33Z : PB = 745435136 : In   : ------ StyleCop.VisualStudio.AnalysisHelper.AnalyzeComplete(sender=[AnalysisThread], e=[EventArgs])
2022-09-29 09:58:33Z : PB = 745500672 : In   : ------- StyleCop.VisualStudio.AnalysisHelper.AnalyzeCompleteMain(sender=[AnalysisThread], e=[EventArgs])
2022-09-29 09:58:34Z : PB = 746455040 : Out  : ------- StyleCop.VisualStudio.AnalysisHelper.AnalyzeCompleteMain()
2022-09-29 09:58:34Z : PB = 746455040 : Out  : ------ StyleCop.VisualStudio.AnalysisHelper.AnalyzeComplete()
2022-09-29 09:58:34Z : PB = 746455040 : Out  : ----- StyleCop.VisualStudio.AnalysisThread.AnalyzeProc()
2022-09-29 10:09:00Z : PB = 718209024 : In   : ---------------------------------- StyleCop.VisualStudio.AnalysisHelper.Analyze(full=True, type={Solution}, analysisFileManager=<missing>)
2022-09-29 10:09:00Z : PB = 719659008 : In   : ----- StyleCop.VisualStudio.AnalysisThread.AnalyzeProc()
2022-09-29 10:09:00Z : PB = 719659008 : Out  : ---------------------------------- StyleCop.VisualStudio.AnalysisHelper.Analyze()
2022-09-29 10:09:00Z : PB = 719659008 : In   : ------ StyleCop.StyleCopCore.FullAnalyze(projects=[List<CodeProject>: Count = 1])
2022-09-29 10:09:00Z : PB = 719052800 : In   : ------- StyleCop.StyleCopCore.Analyze(projects=[List<CodeProject>: Count = 1], ignoreCache=True, settingsPath=<null>)
2022-09-29 10:09:00Z : PB = 719056896 : In   : -------- StyleCop.StyleCopCore.RunWorkerThreads(data=[Data], count=1)
2022-09-29 10:09:00Z : PB = 719056896 : In   : --------- StyleCop.StyleCopThread.DoWork(sender=<null>)
2022-09-29 10:09:00Z : PB = 718528512 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-29 10:09:00Z : PB = 718639104 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-29 10:09:00Z : PB = 718766080 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-29 10:09:00Z : PB = 718766080 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-29 10:09:00Z : PB = 718766080 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-29 10:09:00Z : PB = 721965056 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-29 10:09:00Z : PB = 721965056 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-29 10:09:00Z : PB = 721965056 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-29 10:09:00Z : PB = 721965056 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-29 10:09:00Z : PB = 721965056 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-29 10:09:00Z : PB = 721965056 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-29 10:09:00Z : PB = 721965056 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-29 10:09:00Z : PB = 721965056 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-29 10:09:00Z : PB = 725872640 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-29 10:09:00Z : PB = 725872640 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-29 10:09:00Z : PB = 725872640 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-29 10:09:00Z : PB = 725872640 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-29 10:09:00Z : PB = 725872640 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-29 10:09:00Z : PB = 725872640 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-29 10:09:00Z : PB = 725872640 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-29 10:09:00Z : PB = 725499904 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-29 10:09:00Z : PB = 729042944 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-29 10:09:00Z : PB = 729042944 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-29 10:09:00Z : PB = 729042944 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-29 10:09:00Z : PB = 729042944 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-29 10:09:00Z : PB = 729042944 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-29 10:09:00Z : PB = 729051136 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-29 10:09:00Z : PB = 729051136 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-29 10:09:00Z : PB = 729051136 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-29 10:09:00Z : PB = 733130752 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-29 10:09:00Z : PB = 733130752 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-29 10:09:00Z : PB = 733130752 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-29 10:09:00Z : PB = 733130752 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-29 10:09:00Z : PB = 733130752 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-29 10:09:00Z : PB = 733130752 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-29 10:09:00Z : PB = 733130752 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-29 10:09:00Z : PB = 733130752 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-29 10:09:00Z : PB = 736550912 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-29 10:09:00Z : PB = 736550912 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-29 10:09:00Z : PB = 736550912 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-29 10:09:00Z : PB = 736550912 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-29 10:09:00Z : PB = 736550912 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-29 10:09:00Z : PB = 735989760 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
